Epoch,Train_Loss,Val_Loss,Val_IoU,Val_Dice
1,1.186166850003329,0.274092930712198,0.6705726724569222,0.8003302140342854
2,0.767786034670743,0.2755101401554911,0.6821247899778807,0.8085005803800596
3,0.6466287997635928,0.15859433616462507,0.7424551705564809,0.8498263094416412
4,0.6251577837900681,0.15031786890406357,0.7467250352384026,0.8512720574789258
5,0.5520678010853854,0.14202947444037387,0.7621136038530613,0.8632656067082796
6,0.5504171187227422,0.13444754912665016,0.769802845194477,0.8680793713299433
7,0.49021819504824554,0.14275994426325747,0.7550831581998826,0.8587678328507768
8,0.4786036193370819,0.1262507309254847,0.7799763066065741,0.8747160839881704
9,0.4884191399270838,0.13044644343225578,0.7791230322174405,0.8739729977503271
10,0.4692517172206532,0.12490753319702651,0.7814730066108103,0.8758321576917961
11,0.46226395043459806,0.12026539758632057,0.7932732375266276,0.8830472028316443
12,0.43999947255307975,0.11534845985864338,0.7999813906536112,0.8874778510069959
13,0.42900065833872014,0.1262126015989404,0.7845121517492328,0.8772863449748848
14,0.41099428724158893,0.11663643780507539,0.796120407185741,0.8847200071755129
15,0.37942050099372865,0.11522263170857179,0.79898651618372,0.886709531474508
16,0.3917991546067325,0.1128127570999296,0.8022601398387763,0.8887326221313929
17,0.37913616570559416,0.11283395164891293,0.8019710797197612,0.8884594331240097
18,0.36878832253542815,0.11192690934005536,0.8040278960870969,0.889813688373241
19,0.3809121370315552,0.11172290656127427,0.8051896350829958,0.8905458486611684
20,0.38185765147209166,0.11296548537517849,0.8024295155835941,0.8887758865456915
